match_date,kot,round_type,season_round,home_team,away_team,home_score,away_score,referee,stadium,attendance,season
18/09/2012,8:45 pm,Regular round,Group A,GNK Dinamo Zagreb,FC Porto,0,2,Daniele Orsato,Maksimir,4683,2012
18/09/2012,8:45 pm,Regular round,Group A,Paris Saint-Germain,Dynamo Kyiv,4,1,Björn Kuipers,Parc des Princes,42536,2012
03/10/2012,8:45 pm,Regular round,Group A,FC Porto,Paris Saint-Germain,1,0,Howard Webb,Estádio do Dragão,36509,2012
03/10/2012,8:45 pm,Regular round,Group A,Dynamo Kyiv,GNK Dinamo Zagreb,2,0,Martin Atkinson,NSK Olimpisky,47804,2012
24/10/2012,8:45 pm,Regular round,Group A,FC Porto,Dynamo Kyiv,3,2,Pavel Kralovec,Estádio do Dragão,29765,2012
24/10/2012,8:45 pm,Regular round,Group A,GNK Dinamo Zagreb,Paris Saint-Germain,0,2,Firat Aydinus,Maksimir,9326,2012
06/11/2012,8:45 pm,Regular round,Group A,Paris Saint-Germain,GNK Dinamo Zagreb,4,0,Pawel Gil,Parc des Princes,39872,2012
06/11/2012,8:45 pm,Regular round,Group A,Dynamo Kyiv,FC Porto,0,0,Undiano Mallenco,NSK Olimpisky,40370,2012
21/11/2012,8:45 pm,Regular round,Group A,FC Porto,GNK Dinamo Zagreb,3,0,Paolo Tagliavento,Estádio do Dragão,27603,2012
21/11/2012,8:45 pm,Regular round,Group A,Dynamo Kyiv,Paris Saint-Germain,0,2,Wolfgang Stark,NSK Olimpisky,36712,2012
04/12/2012,8:45 pm,Regular round,Group A,GNK Dinamo Zagreb,Dynamo Kyiv,1,1,Stanislav Todorov,Maksimir,3663,2012
04/12/2012,8:45 pm,Regular round,Group A,Paris Saint-Germain,FC Porto,2,1,Craig Thomson,Parc des Princes,45512,2012
18/09/2012,8:45 pm,Regular round,Group B,Montpellier HSC,Arsenal FC,1,2,Carlos Velasco Carballo,Stade de la Mosson,27522,2012
18/09/2012,8:45 pm,Regular round,Group B,Olympiacos Piraeus,FC Schalke 04,1,2,David Fernández Borbalán,Stadio Georgios Karaiskakis,30922,2012
03/10/2012,8:45 pm,Regular round,Group B,Arsenal FC,Olympiacos Piraeus,3,1,Svein Oddvar Moen,Emirates Stadium,60034,2012
03/10/2012,8:45 pm,Regular round,Group B,FC Schalke 04,Montpellier HSC,2,2,Sergey Karasev,Veltins-Arena,50004,2012
24/10/2012,8:45 pm,Regular round,Group B,Arsenal FC,FC Schalke 04,0,2,Jonas Eriksson,Emirates Stadium,60049,2012
24/10/2012,8:45 pm,Regular round,Group B,Montpellier HSC,Olympiacos Piraeus,1,2,Daniele Orsato,Stade de la Mosson,22834,2012
06/11/2012,8:45 pm,Regular round,Group B,Olympiacos Piraeus,Montpellier HSC,3,1,Marijo Strahonja,Stadio Georgios Karaiskakis,28217,2012
06/11/2012,8:45 pm,Regular round,Group B,FC Schalke 04,Arsenal FC,2,2,Nicola Rizzoli,Veltins-Arena,54142,2012
21/11/2012,8:45 pm,Regular round,Group B,Arsenal FC,Montpellier HSC,2,0,Firat Aydinus,Emirates Stadium,59670,2012
21/11/2012,8:45 pm,Regular round,Group B,FC Schalke 04,Olympiacos Piraeus,1,0,Björn Kuipers,Veltins-Arena,52254,2012
04/12/2012,8:45 pm,Regular round,Group B,Montpellier HSC,FC Schalke 04,1,1,Mateu Lahoz,Stade de la Mosson,23142,2012
04/12/2012,8:45 pm,Regular round,Group B,Olympiacos Piraeus,Arsenal FC,2,1,Undiano Mallenco,Stadio Georgios Karaiskakis,30000,2012
18/09/2012,8:45 pm,Regular round,Group C,Málaga CF,Zenit St. Petersburg,3,0,Mark Clattenburg,La Rosaleda,23670,2012
18/09/2012,8:45 pm,Regular round,Group C,AC Milan,RSC Anderlecht,0,0,Willie Collum,Giuseppe Meazza,27600,2012
03/10/2012,6:00 pm,Regular round,Group C,Zenit St. Petersburg,AC Milan,2,3,Dr. Felix Brych,Petrovsky,21703,2012
03/10/2012,8:45 pm,Regular round,Group C,RSC Anderlecht,Málaga CF,0,3,Viktor Kassai,Constant Vanden Stock Stadion,15711,2012
24/10/2012,6:00 pm,Regular round,Group C,Zenit St. Petersburg,RSC Anderlecht,1,0,Ivan Bebek,Petrovsky,18034,2012
24/10/2012,8:45 pm,Regular round,Group C,Málaga CF,AC Milan,1,0,Pedro Proença,La Rosaleda,27683,2012
06/11/2012,8:45 pm,Regular round,Group C,AC Milan,Málaga CF,1,1,Howard Webb,Giuseppe Meazza,30891,2012
06/11/2012,8:45 pm,Regular round,Group C,RSC Anderlecht,Zenit St. Petersburg,1,0,Antony Gautier,Constant Vanden Stock Stadion,16437,2012
21/11/2012,6:00 pm,Regular round,Group C,Zenit St. Petersburg,Málaga CF,2,2,Olegário Benquerença,Petrovsky,18347,2012
21/11/2012,8:45 pm,Regular round,Group C,RSC Anderlecht,AC Milan,1,3,Damir Skomina,Constant Vanden Stock Stadion,19803,2012
04/12/2012,8:45 pm,Regular round,Group C,Málaga CF,RSC Anderlecht,2,2,Deniz Aytekin,La Rosaleda,21769,2012
04/12/2012,8:45 pm,Regular round,Group C,AC Milan,Zenit St. Petersburg,0,1,Tony Chapron,Giuseppe Meazza,29508,2012
18/09/2012,8:45 pm,Regular round,Group D,Real Madrid,Manchester City,3,2,Damir Skomina,Santiago Bernabéu,70381,2012
18/09/2012,8:45 pm,Regular round,Group D,Borussia Dortmund,Ajax Amsterdam,1,0,Paolo Tagliavento,SIGNAL IDUNA PARK,65829,2012
03/10/2012,8:45 pm,Regular round,Group D,Ajax Amsterdam,Real Madrid,1,4,Jonas Eriksson,Johan Cruijff ArenA,49491,2012
03/10/2012,8:45 pm,Regular round,Group D,Manchester City,Borussia Dortmund,1,1,Pavel Kralovec,Etihad Stadium,43657,2012
24/10/2012,8:45 pm,Regular round,Group D,Borussia Dortmund,Real Madrid,2,1,Viktor Kassai,SIGNAL IDUNA PARK,65829,2012
24/10/2012,8:45 pm,Regular round,Group D,Ajax Amsterdam,Manchester City,3,1,Svein Oddvar Moen,Johan Cruijff ArenA,45743,2012
06/11/2012,8:45 pm,Regular round,Group D,Real Madrid,Borussia Dortmund,2,2,Cüneyt Cakir,Santiago Bernabéu,74932,2012
06/11/2012,8:45 pm,Regular round,Group D,Manchester City,Ajax Amsterdam,2,2,Peter Rasmussen,Etihad Stadium,40222,2012
21/11/2012,8:45 pm,Regular round,Group D,Ajax Amsterdam,Borussia Dortmund,1,4,Pedro Proença,Johan Cruijff ArenA,47500,2012
21/11/2012,8:45 pm,Regular round,Group D,Manchester City,Real Madrid,1,1,Gianluca Rocchi,Etihad Stadium,45740,2012
04/12/2012,8:45 pm,Regular round,Group D,Real Madrid,Ajax Amsterdam,4,1,Pavel Kralovec,Santiago Bernabéu,57245,2012
04/12/2012,8:45 pm,Regular round,Group D,Borussia Dortmund,Manchester City,1,0,Milorad Mazic,SIGNAL IDUNA PARK,62000,2012
19/09/2012,8:45 pm,Regular round,Group E,Chelsea FC,Juventus FC,2,2,Pedro Proença,Stamford Bridge,40918,2012
19/09/2012,8:45 pm,Regular round,Group E,Shakhtar Donetsk,FC Nordsjaelland,2,0,Pawel Gil,Donbass Arena,45713,2012
02/10/2012,8:45 pm,Regular round,Group E,FC Nordsjaelland,Chelsea FC,0,4,Marijo Strahonja,Parken,25120,2012
02/10/2012,8:45 pm,Regular round,Group E,Juventus FC,Shakhtar Donetsk,1,1,Bas Nijhuis,Allianz Stadium,25599,2012
23/10/2012,8:45 pm,Regular round,Group E,FC Nordsjaelland,Juventus FC,1,1,Deniz Aytekin,Parken,22404,2012
23/10/2012,8:45 pm,Regular round,Group E,Shakhtar Donetsk,Chelsea FC,2,1,Damir Skomina,Donbass Arena,51490,2012
07/11/2012,8:45 pm,Regular round,Group E,Juventus FC,FC Nordsjaelland,4,0,Aleksandar Stavrev,Allianz Stadium,31366,2012
07/11/2012,8:45 pm,Regular round,Group E,Chelsea FC,Shakhtar Donetsk,3,2,Carlos Velasco Carballo,Stamford Bridge,41067,2012
20/11/2012,8:45 pm,Regular round,Group E,FC Nordsjaelland,Shakhtar Donetsk,2,5,Antony Gautier,Right to Dream Park,17054,2012
20/11/2012,8:45 pm,Regular round,Group E,Juventus FC,Chelsea FC,3,0,Cüneyt Cakir,Allianz Stadium,39670,2012
05/12/2012,8:45 pm,Regular round,Group E,Shakhtar Donetsk,Juventus FC,0,1,Jonas Eriksson,Donbass Arena,50104,2012
05/12/2012,8:45 pm,Regular round,Group E,Chelsea FC,FC Nordsjaelland,6,1,Bas Nijhuis,Stamford Bridge,40084,2012
19/09/2012,8:45 pm,Regular round,Group F,Bayern Munich,Valencia CF,2,1,Firat Aydinus,Allianz Arena,67812,2012
19/09/2012,8:45 pm,Regular round,Group F,LOSC Lille,BATE Borisov,1,3,Marcin Borski,Decathlon Arena-Stade Pierre-Mauroy,38122,2012
02/10/2012,8:45 pm,Regular round,Group F,BATE Borisov,Bayern Munich,3,1,Aleksandar Stavrev,Dinamo,24636,2012
02/10/2012,8:45 pm,Regular round,Group F,Valencia CF,LOSC Lille,2,0,Gianluca Rocchi,Mestalla,28517,2012
23/10/2012,8:45 pm,Regular round,Group F,LOSC Lille,Bayern Munich,0,1,Martin Atkinson,Decathlon Arena-Stade Pierre-Mauroy,45249,2012
23/10/2012,8:45 pm,Regular round,Group F,BATE Borisov,Valencia CF,0,3,Craig Thomson,Dinamo,29180,2012
07/11/2012,8:45 pm,Regular round,Group F,Valencia CF,BATE Borisov,4,2,Tom Harald Hagen,Mestalla,22795,2012
07/11/2012,8:45 pm,Regular round,Group F,Bayern Munich,LOSC Lille,6,1,Ovidiu Hategan,Allianz Arena,67812,2012
20/11/2012,6:00 pm,Regular round,Group F,BATE Borisov,LOSC Lille,0,2,Marijo Strahonja,Dinamo,22810,2012
20/11/2012,8:45 pm,Regular round,Group F,Valencia CF,Bayern Munich,1,1,Howard Webb,Mestalla,35407,2012
05/12/2012,8:45 pm,Regular round,Group F,LOSC Lille,Valencia CF,0,1,Aleksandar Stavrev,Decathlon Arena-Stade Pierre-Mauroy,40036,2012
05/12/2012,8:45 pm,Regular round,Group F,Bayern Munich,BATE Borisov,4,1,Willie Collum,Allianz Arena,67812,2012
19/09/2012,8:45 pm,Regular round,Group G,Celtic FC,SL Benfica,0,0,Nicola Rizzoli,Celtic Park,57759,2012
19/09/2012,8:45 pm,Regular round,Group G,FC Barcelona,Spartak Moscow,3,2,Milorad Mazic,Spotify Camp Nou,73850,2012
02/10/2012,6:00 pm,Regular round,Group G,Spartak Moscow,Celtic FC,2,3,Tony Chapron,Attendance: 43.351,0,2012
02/10/2012,8:45 pm,Regular round,Group G,SL Benfica,FC Barcelona,0,2,Cüneyt Cakir,Estádio da Luz,63847,2012
23/10/2012,6:00 pm,Regular round,Group G,Spartak Moscow,SL Benfica,2,1,Mark Clattenburg,Attendance: 41.237,0,2012
23/10/2012,8:45 pm,Regular round,Group G,FC Barcelona,Celtic FC,2,1,Gianluca Rocchi,Spotify Camp Nou,77781,2012
07/11/2012,8:45 pm,Regular round,Group G,SL Benfica,Spartak Moscow,2,0,Florian Meyer,Estádio da Luz,36448,2012
07/11/2012,8:45 pm,Regular round,Group G,Celtic FC,FC Barcelona,2,1,Björn Kuipers,Celtic Park,60832,2012
20/11/2012,6:00 pm,Regular round,Group G,Spartak Moscow,FC Barcelona,0,3,Ivan Bebek,Attendance: 67.325,0,2012
20/11/2012,8:45 pm,Regular round,Group G,SL Benfica,Celtic FC,2,1,Viktor Kassai,Estádio da Luz,47065,2012
05/12/2012,8:45 pm,Regular round,Group G,Celtic FC,Spartak Moscow,2,1,Dr. Felix Brych,Celtic Park,60000,2012
05/12/2012,8:45 pm,Regular round,Group G,FC Barcelona,SL Benfica,0,0,Svein Oddvar Moen,Spotify Camp Nou,50659,2012
19/09/2012,8:45 pm,Regular round,Group H,Manchester United,Galatasaray,1,0,Wolfgang Stark,Old Trafford,74653,2012
19/09/2012,8:45 pm,Regular round,Group H,SC Braga,CFR Cluj,0,2,Peter Rasmussen,Estádio Municipal de Braga,10922,2012
02/10/2012,8:45 pm,Regular round,Group H,CFR Cluj,Manchester United,1,2,Undiano Mallenco,Dr. Constantin Rădulescu,18000,2012
02/10/2012,8:45 pm,Regular round,Group H,Galatasaray,SC Braga,0,2,Tom Harald Hagen,Ali Sami Yen Spor Kompleksi NEF Stadyumu,46987,2012
23/10/2012,8:45 pm,Regular round,Group H,Manchester United,SC Braga,3,2,Milorad Mazic,Old Trafford,73195,2012
23/10/2012,8:45 pm,Regular round,Group H,Galatasaray,CFR Cluj,1,1,Paolo Tagliavento,Ali Sami Yen Spor Kompleksi NEF Stadyumu,39013,2012
07/11/2012,8:45 pm,Regular round,Group H,CFR Cluj,Galatasaray,1,3,Willie Collum,Dr. Constantin Rădulescu,16232,2012
07/11/2012,8:45 pm,Regular round,Group H,SC Braga,Manchester United,1,3,Dr. Felix Brych,Estádio Municipal de Braga,19015,2012
20/11/2012,8:45 pm,Regular round,Group H,CFR Cluj,SC Braga,3,1,Sergey Karasev,Dr. Constantin Rădulescu,14635,2012
20/11/2012,8:45 pm,Regular round,Group H,Galatasaray,Manchester United,1,0,Carlos Velasco Carballo,Ali Sami Yen Spor Kompleksi NEF Stadyumu,50278,2012
05/12/2012,8:45 pm,Regular round,Group H,Manchester United,CFR Cluj,0,1,Daniele Orsato,Old Trafford,71521,2012
05/12/2012,8:45 pm,Regular round,Group H,SC Braga,Galatasaray,1,2,Nicola Rizzoli,Estádio Municipal de Braga,8964,2012
12/02/2013,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Celtic FC,Juventus FC,0,3,Undiano Mallenco,Celtic Park,57917,2012
12/02/2013,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Valencia CF,Paris Saint-Germain,1,2,Paolo Tagliavento,Mestalla,44000,2012
13/02/2013,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Real Madrid,Manchester United,1,1,Dr. Felix Brych,Santiago Bernabéu,79429,2012
13/02/2013,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Shakhtar Donetsk,Borussia Dortmund,2,2,Howard Webb,Donbass Arena,49050,2012
19/02/2013,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Arsenal FC,Bayern Munich,1,3,Svein Oddvar Moen,Emirates Stadium,59974,2012
19/02/2013,8:45 PM  2nd leg:,Regular round,last 16 1st leg,FC Porto,Málaga CF,1,0,Mark Clattenburg,Estádio do Dragão,42209,2012
20/02/2013,8:45 PM  2nd leg:,Regular round,last 16 1st leg,AC Milan,FC Barcelona,2,0,Craig Thomson,Giuseppe Meazza,79532,2012
20/02/2013,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Galatasaray,FC Schalke 04,1,1,Willie Collum,Ali Sami Yen Spor Kompleksi NEF Stadyumu,50734,2012
05/03/2013,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Manchester United,Real Madrid,1,2,Cüneyt Cakir,Old Trafford,74959,2012
05/03/2013,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Borussia Dortmund,Shakhtar Donetsk,3,0,Damir Skomina,SIGNAL IDUNA PARK,65413,2012
06/03/2013,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Juventus FC,Celtic FC,2,0,Firat Aydinus,Allianz Stadium,39011,2012
06/03/2013,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Paris Saint-Germain,Valencia CF,1,1,Milorad Mazic,Parc des Princes,44867,2012
12/03/2013,8:45 PM  1st leg:,Regular round,last 16 2nd leg,FC Barcelona,AC Milan,4,0,Viktor Kassai,Spotify Camp Nou,94944,2012
12/03/2013,8:45 PM  1st leg:,Regular round,last 16 2nd leg,FC Schalke 04,Galatasaray,2,3,Jonas Eriksson,Veltins-Arena,54142,2012
13/03/2013,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Bayern Munich,Arsenal FC,0,2,Pavel Kralovec,Allianz Arena,68000,2012
13/03/2013,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Málaga CF,FC Porto,2,0,Nicola Rizzoli,La Rosaleda,27451,2012
02/04/2013,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Paris Saint-Germain,FC Barcelona,2,2,Wolfgang Stark,Parc des Princes,45336,2012
02/04/2013,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Bayern Munich,Juventus FC,2,0,Mark Clattenburg,Allianz Arena,68000,2012
03/04/2013,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Málaga CF,Borussia Dortmund,0,0,Jonas Eriksson,La Rosaleda,28548,2012
03/04/2013,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Real Madrid,Galatasaray,3,0,Svein Oddvar Moen,Santiago Bernabéu,76462,2012
09/04/2013,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Borussia Dortmund,Málaga CF,3,2,Craig Thomson,SIGNAL IDUNA PARK,65829,2012
09/04/2013,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Galatasaray,Real Madrid,3,2,Stéphane Lannoy,Ali Sami Yen Spor Kompleksi NEF Stadyumu,50734,2012
10/04/2013,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,FC Barcelona,Paris Saint-Germain,1,1,Björn Kuipers,Spotify Camp Nou,96022,2012
10/04/2013,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Juventus FC,Bayern Munich,0,2,Carlos Velasco Carballo,Allianz Stadium,40823,2012
23/04/2013,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,Bayern Munich,FC Barcelona,4,0,Viktor Kassai,Allianz Arena,68000,2012
24/04/2013,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,Borussia Dortmund,Real Madrid,4,1,Björn Kuipers,SIGNAL IDUNA PARK,65829,2012
30/04/2013,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Real Madrid,Borussia Dortmund,2,0,Howard Webb,Santiago Bernabéu,69429,2012
01/05/2013,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,FC Barcelona,Bayern Munich,0,3,Damir Skomina,Spotify Camp Nou,95877,2012
25/05/2013,8:45 pm,Regular round,Final,Borussia Dortmund,Bayern Munich,1,2,Nicola Rizzoli,Wembley Stadium,86298,2012
17/09/2013,8:45 pm,Regular round,Group A,Manchester United,Bayer 04 Leverkusen,4,2,Damir Skomina,Old Trafford,74000,2013
17/09/2013,8:45 pm,Regular round,Group A,Real Sociedad,Shakhtar Donetsk,0,2,Ovidiu Hategan,Anoeta,27902,2013
02/10/2013,8:45 pm,Regular round,Group A,Shakhtar Donetsk,Manchester United,1,1,Pavel Kralovec,Donbass Arena,51555,2013
02/10/2013,8:45 pm,Regular round,Group A,Bayer 04 Leverkusen,Real Sociedad,2,1,Sergey Karasev,BayArena,27462,2013
23/10/2013,8:45 pm,Regular round,Group A,Bayer 04 Leverkusen,Shakhtar Donetsk,4,0,Stéphane Lannoy,BayArena,25184,2013
23/10/2013,8:45 pm,Regular round,Group A,Manchester United,Real Sociedad,1,0,Bas Nijhuis,Old Trafford,74654,2013
05/11/2013,8:45 pm,Regular round,Group A,Shakhtar Donetsk,Bayer 04 Leverkusen,0,0,Willie Collum,Donbass Arena,50115,2013
05/11/2013,8:45 pm,Regular round,Group A,Real Sociedad,Manchester United,0,0,Nicola Rizzoli,Anoeta,30998,2013
27/11/2013,8:45 pm,Regular round,Group A,Shakhtar Donetsk,Real Sociedad,4,0,Olegário Benquerença,Donbass Arena,44348,2013
27/11/2013,8:45 pm,Regular round,Group A,Bayer 04 Leverkusen,Manchester United,0,5,Svein Oddvar Moen,BayArena,29412,2013
10/12/2013,8:45 pm,Regular round,Group A,Real Sociedad,Bayer 04 Leverkusen,0,1,Tom Harald Hagen,Anoeta,23408,2013
10/12/2013,8:45 pm,Regular round,Group A,Manchester United,Shakhtar Donetsk,1,0,Milorad Mazic,Old Trafford,74506,2013
17/09/2013,8:45 pm,Regular round,Group B,Galatasaray,Real Madrid,1,6,Mark Clattenburg,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52650,2013
17/09/2013,8:45 pm,Regular round,Group B,FC Copenhagen,Juventus FC,1,1,Ivan Bebek,Parken,36524,2013
02/10/2013,8:45 pm,Regular round,Group B,Juventus FC,Galatasaray,2,2,Viktor Kassai,Allianz Stadium,33466,2013
02/10/2013,8:45 pm,Regular round,Group B,Real Madrid,FC Copenhagen,4,0,Matej Jug,Santiago Bernabéu,69347,2013
23/10/2013,8:45 pm,Regular round,Group B,Real Madrid,Juventus FC,2,1,Manuel Gräfe,Santiago Bernabéu,77856,2013
23/10/2013,8:45 pm,Regular round,Group B,Galatasaray,FC Copenhagen,3,1,Aleksandar Stavrev,Ali Sami Yen Spor Kompleksi NEF Stadyumu,42798,2013
05/11/2013,8:45 pm,Regular round,Group B,FC Copenhagen,Galatasaray,1,0,Martin Atkinson,Parken,36204,2013
05/11/2013,8:45 pm,Regular round,Group B,Juventus FC,Real Madrid,2,2,Howard Webb,Allianz Stadium,40696,2013
27/11/2013,8:45 pm,Regular round,Group B,Juventus FC,FC Copenhagen,3,1,Jonas Eriksson,Allianz Stadium,39506,2013
27/11/2013,8:45 pm,Regular round,Group B,Real Madrid,Galatasaray,4,1,Willie Collum,Santiago Bernabéu,67728,2013
10/12/2013,8:45 pm,Regular round,Group B,FC Copenhagen,Real Madrid,0,2,Dr. Felix Brych,Parken,37241,2013
11/12/2013,2:00 pm,Regular round,Group B,Galatasaray,Juventus FC,1,0,Pedro Proença,Ali Sami Yen Spor Kompleksi NEF Stadyumu,37375,2013
17/09/2013,8:45 pm,Regular round,Group C,SL Benfica,RSC Anderlecht,2,0,Manuel Gräfe,Estádio da Luz,29393,2013
17/09/2013,8:45 pm,Regular round,Group C,Olympiacos Piraeus,Paris Saint-Germain,1,4,Dr. Felix Brych,Stadio Georgios Karaiskakis,31253,2013
02/10/2013,8:45 pm,Regular round,Group C,Paris Saint-Germain,SL Benfica,3,0,Nicola Rizzoli,Parc des Princes,44732,2013
02/10/2013,8:45 pm,Regular round,Group C,RSC Anderlecht,Olympiacos Piraeus,0,3,Tom Harald Hagen,Constant Vanden Stock Stadion,15918,2013
23/10/2013,8:45 pm,Regular round,Group C,RSC Anderlecht,Paris Saint-Germain,0,5,David Fernández Borbalán,Constant Vanden Stock Stadion,18465,2013
23/10/2013,8:45 pm,Regular round,Group C,SL Benfica,Olympiacos Piraeus,1,1,Undiano Mallenco,Estádio da Luz,38149,2013
05/11/2013,8:45 pm,Regular round,Group C,Paris Saint-Germain,RSC Anderlecht,1,1,Marijo Strahonja,Parc des Princes,43901,2013
05/11/2013,8:45 pm,Regular round,Group C,Olympiacos Piraeus,SL Benfica,1,0,Damir Skomina,Stadio Georgios Karaiskakis,31461,2013
27/11/2013,8:45 pm,Regular round,Group C,Paris Saint-Germain,Olympiacos Piraeus,2,1,Craig Thomson,Parc des Princes,44466,2013
27/11/2013,8:45 pm,Regular round,Group C,RSC Anderlecht,SL Benfica,2,3,Daniele Orsato,Constant Vanden Stock Stadion,16780,2013
10/12/2013,8:45 pm,Regular round,Group C,Olympiacos Piraeus,RSC Anderlecht,3,1,Wolfgang Stark,Stadio Georgios Karaiskakis,31444,2013
10/12/2013,8:45 pm,Regular round,Group C,SL Benfica,Paris Saint-Germain,2,1,Mark Clattenburg,Estádio da Luz,30089,2013
17/09/2013,8:45 pm,Regular round,Group D,Bayern Munich,CSKA Moscow,3,0,Gianluca Rocchi,Allianz Arena,68000,2013
17/09/2013,8:45 pm,Regular round,Group D,FC Viktoria Plzen,Manchester City,0,3,Paolo Tagliavento,Doosan Aréna,11281,2013
02/10/2013,6:00 pm,Regular round,Group D,CSKA Moscow,FC Viktoria Plzen,3,2,Bas Nijhuis,Petrovsky,6135,2013
02/10/2013,8:45 pm,Regular round,Group D,Manchester City,Bayern Munich,1,3,Björn Kuipers,Etihad Stadium,45200,2013
23/10/2013,6:00 pm,Regular round,Group D,CSKA Moscow,Manchester City,1,2,Ovidiu Hategan,Arena Khimki,15000,2013
23/10/2013,8:45 pm,Regular round,Group D,Bayern Munich,FC Viktoria Plzen,5,0,Alan Kelly,Allianz Arena,68000,2013
05/11/2013,8:45 pm,Regular round,Group D,Manchester City,CSKA Moscow,5,2,Carlos Velasco Carballo,Etihad Stadium,38512,2013
05/11/2013,8:45 pm,Regular round,Group D,FC Viktoria Plzen,Bayern Munich,0,1,Mateu Lahoz,Doosan Aréna,11360,2013
27/11/2013,6:00 pm,Regular round,Group D,CSKA Moscow,Bayern Munich,1,3,Antony Gautier,Arena Khimki,14000,2013
27/11/2013,8:45 pm,Regular round,Group D,Manchester City,FC Viktoria Plzen,4,2,Firat Aydinus,Etihad Stadium,37742,2013
10/12/2013,8:45 pm,Regular round,Group D,Bayern Munich,Manchester City,2,3,David Fernández Borbalán,Allianz Arena,68000,2013
10/12/2013,8:45 pm,Regular round,Group D,FC Viktoria Plzen,CSKA Moscow,2,1,Damir Skomina,Doosan Aréna,11025,2013
18/09/2013,8:45 pm,Regular round,Group E,FC Schalke 04,Steaua Bucharest,3,0,Cüneyt Cakir,Veltins-Arena,49358,2013
18/09/2013,8:45 pm,Regular round,Group E,Chelsea FC,FC Basel 1893,1,2,Daniele Orsato,Stamford Bridge,40358,2013
01/10/2013,8:45 pm,Regular round,Group E,FC Basel 1893,FC Schalke 04,0,1,Undiano Mallenco,St. Jakob-Park,33251,2013
01/10/2013,8:45 pm,Regular round,Group E,Steaua Bucharest,Chelsea FC,0,4,Carlos Velasco Carballo,Arena Națională,36713,2013
22/10/2013,8:45 pm,Regular round,Group E,FC Schalke 04,Chelsea FC,0,3,Viktor Kassai,Veltins-Arena,54442,2013
22/10/2013,8:45 pm,Regular round,Group E,Steaua Bucharest,FC Basel 1893,1,1,Matej Jug,Arena Națională,23899,2013
06/11/2013,8:45 pm,Regular round,Group E,FC Basel 1893,Steaua Bucharest,1,1,Olegário Benquerença,St. Jakob-Park,30704,2013
06/11/2013,8:45 pm,Regular round,Group E,Chelsea FC,FC Schalke 04,3,0,Svein Oddvar Moen,Stamford Bridge,41194,2013
26/11/2013,8:45 pm,Regular round,Group E,Steaua Bucharest,FC Schalke 04,0,0,Bas Nijhuis,Arena Națională,50633,2013
26/11/2013,8:45 pm,Regular round,Group E,FC Basel 1893,Chelsea FC,1,0,Stéphane Lannoy,St. Jakob-Park,35208,2013
11/12/2013,8:45 pm,Regular round,Group E,Chelsea FC,Steaua Bucharest,1,0,Gianluca Rocchi,Stamford Bridge,41181,2013
11/12/2013,8:45 pm,Regular round,Group E,FC Schalke 04,FC Basel 1893,2,0,Paolo Tagliavento,Veltins-Arena,52093,2013
18/09/2013,8:45 pm,Regular round,Group F,Olympique Marseille,Arsenal FC,1,2,Olegário Benquerença,Orange Vélodrome,38380,2013
18/09/2013,8:45 pm,Regular round,Group F,SSC Napoli,Borussia Dortmund,2,1,Pedro Proença,Stadio Diego Armando Maradona,55766,2013
01/10/2013,8:45 pm,Regular round,Group F,Borussia Dortmund,Olympique Marseille,3,0,David Fernández Borbalán,SIGNAL IDUNA PARK,65829,2013
01/10/2013,8:45 pm,Regular round,Group F,Arsenal FC,SSC Napoli,2,0,Milorad Mazic,Emirates Stadium,59536,2013
22/10/2013,8:45 pm,Regular round,Group F,Arsenal FC,Borussia Dortmund,1,2,Jonas Eriksson,Emirates Stadium,60355,2013
22/10/2013,8:45 pm,Regular round,Group F,Olympique Marseille,SSC Napoli,1,2,Cüneyt Cakir,Orange Vélodrome,39790,2013
06/11/2013,8:45 pm,Regular round,Group F,SSC Napoli,Olympique Marseille,3,2,Sergey Karasev,Stadio Diego Armando Maradona,39148,2013
